date;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20;C_21;C_22;C_23;C_24;C_25;C_26;C_27;C_28;C_29;C_30;C_31;C_32;C_33;C_34;C_35;C_36;C_37;C_38;C_39;C_40;C_41;C_42;C_43;C_44;C_45;C_46;C_47;C_48;C_49;C_50;C_51;C_52;C_53;C_54;C_55;C_56;C_57;C_58;C_59;C_60;C_61;C_62;C_63
31-7-2001;1332.60;1607.98;1122.63;6386.62;998.79;1169.69;23.21;1943.58;76.72;71.06;5878.53;142.86;411.60;632.91;3755.90;3019.38;534.69;15633.14;199.12;125.05;103.51;170.13;811.53;96.43;3517.39;103.90;202.50;2223.17;161.94;8417.51;2781.22;118.76;42.26;169.46;156.43;363.47;145.14;NA;201.89;178.96;3152.51;1826.66;37.82;8383.92;4433.88;192.43;81.92;265.85;NA;3526.87;3779.32;1112.03;324.35;1337.25;1128.45;726.72;1050.00;801.84;815.87;462.24;1088.72;1146.40;1205.22
31-8-2001;1347.93;1615.80;1129.91;6513.91;913.64;1212.33;18.19;1838.41;78.44;69.49;5556.75;145.10;402.97;490.43;3627.48;2804.19;565.56;14557.80;192.34;130.87;102.06;151.80;803.20;100.68;3429.44;107.34;212.77;2165.51;175.36;8389.01;2740.92;122.83;43.48;179.13;149.01;346.53;140.16;NA;212.07;187.49;3184.34;1858.24;36.69;7910.32;4429.64;199.53;98.13;255.27;NA;3292.65;3743.49;1136.91;295.84;1279.96;1107.28;689.23;1038.14;802.98;789.57;515.38;1095.82;1142.15;1145.03
28-9-2001;1029.00;1463.53;989.59;5891.44;761.23;1007.90;17.57;1667.56;70.90;63.41;5070.54;130.26;353.99;487.15;3203.48;2348.64;455.38;12310.16;189.00;105.24;87.86;123.54;692.55;100.51;3111.39;89.90;190.42;1827.99;169.27;7271.37;2334.95;102.44;37.08;174.92;136.82;311.97;139.72;NA;180.50;159.01;2533.64;1646.73;35.23;6634.02;4225.20;156.28;80.37;175.44;NA;3040.93;3497.20;1036.58;234.01;1158.79;927.70;574.51;882.10;702.68;649.00;422.13;939.93;1030.29;995.99
31-10-2001;923.79;1363.06;1077.37;5695.52;803.32;1013.86;18.01;1669.88;66.29;74.20;5172.20;126.73;360.85;610.55;3364.09;2451.93;501.60;12737.74;211.61;95.28;93.74;134.36;714.64;109.12;3104.92;104.00;185.04;1943.26;158.71;7295.73;2366.96;109.91;50.99;166.23;119.65;390.91;144.61;NA;203.08;162.11;2555.94;1722.36;52.51;7139.24;4221.51;172.82;77.13;212.26;NA;3085.45;3564.70;1118.66;256.04;1182.83;1004.46;613.80;959.67;785.67;654.30;424.95;979.93;1034.40;1027.03
30-11-2001;891.61;1430.33;1161.79;5879.64;883.80;1110.05;19.77;1823.67;75.80;78.30;5229.04;116.97;378.63;671.47;3463.25;2667.15;531.43;14414.08;224.13;91.76;103.34;149.51;727.90;113.44;3138.58;130.33;196.71;2010.83;165.14;7621.07;2481.35;121.17;48.84;168.07;132.45;399.71;143.24;NA;228.19;166.45;2750.59;1837.37;52.14;8184.17;4313.43;196.51;88.38;262.22;NA;3323.25;3642.41;1200.96;299.95;1289.01;1068.84;675.26;1120.75;1002.13;733.26;452.74;1052.69;1029.87;1136.38
31-12-2001;1363.43;1445.54;1175.19;6190.15;1009.02;1142.56;19.84;1853.02;83.08;85.29;5234.78;109.68;398.10;725.83;3573.62;2748.61;511.69;15148.62;228.57;97.48;103.49;157.42;737.33;111.53;2926.88;140.34;214.05;2178.96;163.24;7814.94;2600.21;119.12;45.04;176.68;137.40;396.02;143.06;NA;251.81;160.23;3044.02;1834.74;63.38;8412.69;4400.50;239.31;86.57;317.35;NA;3344.37;3728.84;1214.12;344.92;1330.15;1096.14;685.10;1100.44;1037.19;735.59;549.20;1093.51;941.21;1171.37
31-1-2002;1056.99;1450.65;1178.38;5860.14;944.97;1087.33;17.98;1839.67;91.10;88.16;4956.31;98.77;343.33;664.48;3346.80;2624.34;492.27;14879.97;254.46;119.06;105.31;149.62;711.16;115.15;2697.80;151.27;225.44;2369.07;152.22;7510.20;2500.85;124.54;59.35;192.17;160.60;447.15;133.76;NA;274.81;167.30;3415.42;1697.94;53.69;7611.36;4156.27;250.48;102.96;339.37;NA;3297.21;3571.65;1216.30;323.23;1324.97;1060.25;667.17;1135.64;1179.89;711.77;590.41;1051.30;877.23;1160.01
28-2-2002;913.03;1493.00;1186.13;5797.07;1079.68;1092.25;18.12;1820.76;79.79;85.93;5075.23;108.32;313.49;632.09;3375.39;2589.72;442.37;14301.34;245.24;120.46;111.95;131.48;709.52;115.03;2809.89;166.82;221.83;2308.68;150.50;7530.66;2596.23;121.58;67.38;203.61;164.68;414.24;130.95;NA;253.82;176.26;3284.21;1722.05;59.12;7773.66;4276.28;238.59;111.68;271.39;NA;3232.83;3554.42;1217.51;357.64;1338.36;1086.43;664.38;1193.98;1290.54;738.35;570.07;1046.96;915.74;1134.69
29-3-2002;726.70;1598.43;1228.46;5934.20;1080.61;1135.22;19.14;1886.59;83.45;92.97;5275.62;114.36;334.11;639.86;3554.38;2797.28;433.25;15168.55;254.21;135.11;111.31;131.58;754.64;116.97;2973.76;181.91;239.90;2555.67;150.85;8186.49;2817.96;126.72;70.62;211.41;165.66;410.04;137.50;NA;298.44;179.79;3450.12;1758.15;60.94;8074.06;4553.76;259.98;111.43;298.23;NA;3353.38;3718.91;1273.29;354.22;1390.73;1177.62;705.69;1203.46;1468.70;818.85;628.80;1114.79;977.88;1217.21
30-4-2002;635.28;1718.18;1213.41;6209.04;1071.34;1126.47;19.98;1872.03;86.64;103.61;5088.72;112.01;340.61;530.28;3501.53;2716.87;434.98;16029.23;281.42;160.29;106.39;108.58;760.41;110.58;3146.89;181.91;253.26;2514.18;147.99;8157.76;2840.06;127.10;70.01;210.32;151.86;425.46;139.12;NA;325.55;196.02;3350.31;1807.51;62.47;7313.87;4684.80;254.35;111.60;292.17;NA;3135.88;3730.78;1250.91;353.00;1372.24;1159.44;691.40;1197.87;1312.38;826.87;647.52;1118.96;1039.67;1158.12
31-5-2002;447.44;1735.15;1289.58;6404.86;991.68;1067.90;20.29;1913.12;89.56;108.33;5208.87;112.04;357.57;493.84;3520.25;2693.57;473.90;15371.78;271.60;171.68;99.70;114.11;747.34;118.76;3343.08;182.52;236.29;2312.01;148.23;8221.35;2919.84;142.77;59.04;221.59;144.93;437.53;140.66;NA;331.48;215.74;3287.21;1815.73;71.89;7219.74;4866.95;244.27;125.93;248.49;NA;3112.56;3669.78;1348.09;317.25;1423.88;1165.74;686.86;1124.35;1299.22;866.83;626.11;1107.64;1136.88;1138.12
28-6-2002;480.83;1755.57;1227.99;6295.12;809.14;964.22;19.60;1805.30;91.73;107.23;5272.17;108.90;338.10;500.36;3422.83;2614.95;484.29;14442.02;250.07;161.08;102.71;109.25;753.69;127.76;3168.99;175.76;233.00;2076.78;148.65;7969.01;2836.51;140.64;63.57;199.30;125.93;376.96;139.41;NA;297.69;193.89;3081.88;1649.61;75.98;7032.68;4673.94;223.84;119.07;195.79;NA;2875.35;3514.79;1298.44;255.67;1332.51;1122.96;657.50;1198.63;1208.69;824.24;578.30;1042.94;1080.59;1031.49
31-7-2002;514.95;1591.65;1135.96;5437.11;574.84;944.81;18.75;1602.60;82.30;114.53;4599.71;108.66;296.83;428.29;2964.67;2183.23;448.79;13846.86;243.55;149.78;95.46;112.84;677.44;123.27;2948.88;171.14;232.48;1929.71;144.37;6552.01;2550.16;129.62;66.17;181.53;122.22;329.58;122.28;NA;267.99;163.45;3019.36;1476.91;74.37;6004.11;4112.07;210.11;112.49;201.76;NA;2668.65;3278.18;1213.35;187.14;1168.14;977.08;542.24;1087.46;1202.14;695.01;580.30;937.25;1013.80;930.15
30-8-2002;534.33;1589.92;1164.47;5473.39;705.84;928.23;18.38;1622.85;82.21;113.87;4747.56;107.76;310.99;445.81;2917.62;2192.70;450.70;13170.41;267.85;144.94;101.41;113.12;686.91;119.82;2917.64;171.88;230.06;1978.29;148.93;6690.76;2503.25;136.61;77.67;199.17;117.97;355.97;122.30;NA;276.74;169.08;3012.78;1543.22;82.97;5972.14;4106.56;199.90;108.45;190.11;NA;2681.35;3243.99;1263.90;225.15;1183.09;955.00;545.18;1118.25;1224.23;678.70;553.77;931.62;996.81;928.07
30-9-2002;518.57;1495.45;1101.35;4564.76;492.26;804.29;16.92;1492.74;86.69;115.09;4112.18;109.90;268.08;428.01;2470.17;1658.75;389.47;12230.79;251.38;135.53;96.49;104.16;592.23;117.04;2789.28;147.50;206.60;1765.58;141.23;5499.68;2180.68;135.69;77.84;187.72;119.64;330.82;98.63;NA;274.69;169.34;2669.93;1293.44;92.68;4961.96;3838.03;169.68;98.63;173.72;NA;2378.79;2908.20;1198.47;152.68;1073.87;769.57;415.08;1047.79;995.47;601.32;473.89;822.07;947.39;813.73
31-10-2002;562.38;1517.54;1161.26;4957.24;632.61;849.59;17.02;1538.21;100.23;112.11;4225.46;105.92;301.60;522.73;2791.18;1890.66;373.67;12671.02;260.71;111.81;96.38;106.91;641.34;113.45;2595.21;154.74;215.54;1881.79;138.29;6219.44;2290.02;145.22;89.24;197.91;105.90;390.74;109.35;NA;297.34;176.86;2926.56;1485.34;86.52;5761.62;3968.28;188.41;107.37;201.56;NA;2594.87;3136.09;1220.42;188.09;1129.19;884.46;482.69;1018.09;1030.01;624.62;530.28;862.99;862.05;875.51
29-11-2002;587.28;1513.85;1193.91;5163.37;639.99;893.29;17.72;1628.53;102.24;124.87;4397.02;106.35;313.72;591.85;2909.12;1997.78;383.61;13463.75;288.51;125.11;106.40;121.21;701.25;115.50;2700.47;174.49;206.94;1970.75;144.13;6585.73;2483.51;143.64;90.75;214.57;102.61;400.59;123.39;NA;296.88;193.92;2772.06;1636.20;83.16;6591.88;4067.54;192.38;111.35;284.05;NA;2751.07;3230.48;1257.31;192.16;1214.55;971.66;510.84;1126.84;1156.77;676.84;539.67;886.05;894.89;972.32
31-12-2002;674.26;1695.35;1171.92;5309.47;699.73;916.20;17.05;1616.18;104.15;122.95;4416.46;111.43;293.64;508.54;2829.06;1844.45;382.44;12454.25;298.71;139.23;112.15;108.33;690.70;116.56;2630.94;152.44;212.64;1888.87;149.50;6231.49;2426.84;150.20;115.21;230.57;97.59;401.00;124.19;NA;291.36;205.08;2707.76;1560.78;85.34;5883.40;3962.33;180.79;110.45;204.07;NA;2584.93;3160.76;1274.28;214.30;1180.24;894.74;477.33;1186.82;1015.77;650.48;524.23;863.20;875.67;917.70
31-1-2003;731.07;1729.22;1193.01;5018.85;676.46;896.00;17.87;1661.78;100.97;126.66;4222.65;118.83;302.05;457.64;2734.67;1800.71;379.67;12524.88;287.45;121.88;107.53;107.34;680.23;120.27;2524.34;145.83;220.88;1789.23;156.82;5840.93;2289.09;156.54;105.61;244.84;101.89;381.60;122.18;NA;276.83;197.83;2589.30;1579.74;83.21;5802.46;3826.96;202.74;118.39;219.34;NA;2522.51;2937.85;1316.27;206.84;1209.58;887.98;461.87;1131.92;996.90;616.94;611.31;813.65;851.76;898.96
28-2-2003;813.17;1754.39;1177.56;4444.33;650.82;898.87;17.42;1720.46;99.47;129.01;4031.86;108.37;293.19;440.83;2600.65;1676.10;361.20;12373.12;282.20;126.55;109.07;108.00;701.37;114.46;2539.22;139.40;214.86;1747.57;164.79;5409.53;2062.77;155.86;100.52;241.32;95.34;367.52;112.58;NA;305.26;199.76;2563.83;1601.89;77.20;5766.70;3624.31;178.32;115.15;238.18;NA;2484.11;2890.52;1288.65;196.43;1231.34;835.51;430.74;1154.27;970.36;576.77;527.23;773.81;876.31;879.16
31-3-2003;802.83;1782.41;1221.82;4395.36;740.45;921.32;16.75;1698.68;101.39;133.55;4407.90;108.62;308.18;455.67;2504.30;1612.97;325.11;11733.11;290.16;127.94;100.94;116.17;646.05;120.67;2427.14;126.25;210.22;1777.03;158.21;5255.16;2075.10;159.66;115.03;236.59;97.70;346.77;117.19;NA;286.04;189.95;2526.22;1589.66;77.92;5629.96;3609.93;175.69;118.59;179.31;NA;2507.25;2887.72;1315.30;227.22;1207.89;794.88;426.47;1048.99;859.40;583.94;514.67;761.18;843.40;884.56
30-4-2003;901.18;1921.01;1318.80;5194.90;896.30;1106.79;16.77;1806.89;110.29;145.12;4980.40;124.29;343.12;545.55;2898.57;1995.12;393.53;11717.09;328.19;153.55;96.52;133.44;734.40;129.59;2408.21;144.18;209.58;2039.84;171.37;5945.60;2410.57;168.16;117.37;251.34;104.51;389.27;125.52;NA;346.46;201.10;2548.80;1814.16;88.09;6838.28;4036.01;170.82;123.03;239.98;NA;2716.72;3188.10;1429.87;292.39;1311.46;947.99;520.93;1072.02;1012.48;675.82;470.01;870.84;847.10;969.96
30-5-2003;894.59;2027.94;1364.03;5748.97;917.86;1148.98;18.91;1962.05;128.03;164.57;5324.75;138.63;354.58;572.07;3112.07;2128.99;422.33;12716.00;347.66;179.92;104.39;148.69;819.34;135.31;2525.23;153.01;223.93;2096.35;182.09;6324.62;2675.07;182.68;122.57;266.61;103.65;424.86;137.90;NA;395.42;207.41;2780.09;1901.16;96.40;7142.53;4287.15;188.67;138.25;260.97;NA;2862.49;3383.80;1466.69;295.97;1439.60;1045.32;556.72;1210.56;1145.26;703.81;520.04;960.40;894.22;1060.76
30-6-2003;1016.54;2092.11;1419.68;5753.68;919.36;1175.93;20.13;2014.73;131.89;157.04;5302.00;144.34;350.38;540.57;3163.25;2239.22;465.09;12887.14;293.27;189.51;119.30;162.62;807.39;142.28;2711.49;165.09;232.16;2180.56;193.38;6372.93;2674.47;194.54;131.83;265.45;120.66;424.95;138.11;NA;425.95;215.79;2941.18;1962.39;138.78;7190.09;4282.89;203.01;152.85;256.00;NA;2897.97;3412.79;1542.39;306.02;1491.62;1056.01;583.61;1371.41;1204.10;700.48;563.74;984.88;972.99;1066.17
31-7-2003;966.76;2079.05;1415.24;5886.24;970.05;1267.48;22.12;2021.50;134.84;163.03;5194.73;134.05;350.47;525.42;3219.28;2371.82;527.32;13707.15;306.61;179.83;127.46;154.28;805.32;150.73;2821.55;183.14;243.17;2274.05;192.59;6658.73;2843.27;187.55;149.49;281.82;120.65;475.44;133.64;NA;394.05;230.27;3158.39;2000.62;134.31;7649.99;4451.61;228.19;156.84;249.90;NA;2951.78;3434.06;1552.76;316.70;1511.00;1105.40;622.93;1477.21;1293.37;759.35;630.57;1029.29;1002.93;1093.58
29-8-2003;946.97;2069.10;1450.79;5788.39;1068.17;1326.11;23.59;2127.62;133.96;174.31;5658.81;148.59;356.38;558.46;3242.85;2332.35;529.28;15392.02;339.24;183.09;143.92;156.60;779.23;154.84;3118.91;193.72;250.01;2235.77;196.69;6807.22;2893.56;190.45;166.57;299.01;114.26;540.07;136.94;NA;448.63;245.25;3279.69;1970.77;138.87;7780.62;4410.97;248.57;174.21;282.68;NA;3007.17;3410.62;1601.34;355.53;1595.33;1118.37;642.82;1659.98;1381.32;801.15;658.56;1050.19;1130.16;1138.00
30-9-2003;1064.46;2189.03;1509.56;6141.64;1087.55;1460.83;23.78;2164.84;135.78;178.16;5871.92;175.61;364.95;535.88;3256.71;2315.29;516.03;16253.49;358.10;216.50;152.21;155.59;809.10;164.96;3305.05;181.27;246.01;2281.05;203.00;6717.25;2866.83;201.91;150.10;317.45;125.81;485.28;149.29;NA;484.57;248.45;3384.94;1963.18;166.17;8041.77;4603.11;250.08;189.93;327.58;NA;2972.46;3531.19;1698.43;372.40;1623.23;1142.26;658.01;1735.61;1291.05;822.71;662.08;1072.24;1215.49;1117.56
31-10-2003;1121.72;2309.21;1637.50;6437.77;1205.66;1622.78;27.39;2311.17;145.30;185.19;6246.83;197.35;376.09;592.93;3479.34;2590.94;540.35;16950.89;374.71;222.57;168.16;163.06;848.67;161.13;3456.34;201.94;278.12;2339.11;199.53;7128.46;3230.40;206.94;144.24;360.67;134.45;505.91;153.05;NA;452.10;274.17;3585.03;2098.87;175.93;8729.77;4705.33;267.25;201.42;375.20;NA;3142.13;3771.08;1870.89;430.63;1731.43;1231.84;740.54;1936.14;1397.35;880.28;710.53;1158.32;1291.13;1196.95
28-11-2003;1133.46;2478.24;1634.58;6664.48;1277.86;1568.03;27.66;2380.49;156.09;182.43;6217.60;200.62;381.95;625.73;3658.98;2728.72;574.79;16858.92;363.78;220.21;172.28;171.67;916.76;175.52;3349.68;201.59;267.40;2426.23;210.40;7378.69;3378.81;221.43;153.00;419.76;124.66;481.69;166.54;NA;479.74;294.53;3557.50;2204.35;149.05;9032.85;4956.30;251.61;206.15;350.45;NA;3172.56;3883.08;1864.03;467.13;1786.18;1292.81;770.38;2003.61;1441.55;917.59;685.13;1179.44;1226.98;1220.53
31-12-2003;1357.53;2675.00;1773.78;7268.74;1504.48;1689.58;31.98;2510.83;173.86;204.34;6635.59;213.77;422.35;612.73;3989.92;3039.51;648.30;17199.53;395.21;248.10;200.04;170.66;959.73;183.84;3582.08;207.23;269.23;2508.70;222.79;8056.39;3629.46;236.97;164.02;448.04;139.32;543.28;179.22;NA;512.61;299.14;3725.84;2484.89;124.93;9771.24;5349.21;257.71;270.10;460.96;NA;3337.41;4174.04;2008.03;534.43;1905.31;1368.72;831.73;2355.86;1504.42;983.16;698.83;1260.31;1319.73;1277.63
30-1-2004;1443.78;2909.84;1771.31;7601.93;1444.00;1657.59;31.77;2537.86;208.81;202.88;6938.04;253.09;438.35;691.97;4020.03;3074.31;683.85;18875.98;416.44;273.35;195.21;183.73;979.32;199.04;3646.90;229.05;280.55;2722.14;223.25;8022.45;3657.60;245.28;172.39;395.33;145.39;549.96;183.29;NA;544.95;296.98;3913.47;2512.62;143.60;10140.48;5488.95;280.28;247.20;445.92;NA;3397.87;4161.31;1995.18;511.02;1879.54;1399.01;859.37;2336.08;1547.82;1015.24;773.29;1306.52;1348.41;1307.11
27-2-2004;1486.24;2982.03;1855.50;7926.64;1498.24;1792.76;33.75;2593.58;223.48;236.03;7341.20;243.54;434.64;735.85;4122.31;3048.79;688.15;19486.33;441.00;273.73;192.77;191.52;990.06;195.25;3636.24;237.55;302.97;2873.21;238.87;8148.80;4033.42;248.94;172.35;401.99;140.32;572.74;199.66;NA;592.27;314.49;3958.37;2612.58;135.73;10669.63;5524.90;291.35;251.15;488.11;NA;3439.10;4351.59;2101.49;522.38;1920.30;1455.17;861.50;2347.23;1601.99;1006.00;825.71;1391.74;1348.29;1328.75
31-3-2004;1504.47;3117.59;1884.60;7497.80;1498.30;1651.64;30.91;2581.93;246.38;245.22;7089.76;260.89;447.34;710.46;3975.91;2904.78;667.91;18321.78;489.86;262.33;197.30;189.17;956.16;193.01;4125.81;246.83;308.61;3008.00;240.10;7745.73;3992.34;255.70;178.04;475.25;134.67;589.07;195.76;NA;663.95;326.47;3939.93;2503.21;135.60;10477.77;5388.00;283.88;236.35;521.51;NA;3384.48;4249.56;2150.71;535.38;1936.67;1408.08;832.32;2406.94;1630.69;995.61;793.77;1371.99;1552.06;1318.55
30-4-2004;1317.59;3136.49;1773.54;7533.97;1278.25;1597.53;26.87;2367.31;272.85;239.44;6989.17;283.30;451.60;555.17;3930.49;2924.40;708.23;17432.82;478.55;282.23;194.06;191.11;969.77;187.76;3902.18;231.17;287.43;2792.72;243.14;7738.27;3879.25;241.80;182.23;390.79;148.51;569.20;194.84;NA;557.49;283.23;3875.49;2476.44;126.37;10499.14;5478.00;264.83;234.56;433.90;NA;3332.52;4219.61;2035.58;461.09;1799.84;1381.82;834.91;2380.38;1551.08;987.13;728.78;1332.16;1466.06;1289.27
31-5-2004;1215.74;3163.13;1785.29;7773.93;1256.89;1583.64;28.72;2431.26;238.79;236.95;7019.76;259.64;455.98;549.25;4057.19;2937.65;704.91;17499.86;504.43;252.34;163.50;192.12;983.65;192.18;3765.29;215.87;275.27;2826.56;245.73;7900.90;4109.61;239.42;178.22;410.77;144.90;575.97;190.32;NA;532.50;303.97;3801.26;2489.68;136.40;10683.40;5523.69;257.76;232.13;389.83;NA;3376.85;4311.66;2043.18;434.75;1866.54;1409.08;841.47;2001.73;1445.03;1012.82;708.05;1367.95;1416.33;1312.56
30-6-2004;1250.35;3347.61;1784.99;8018.17;1319.23;1637.77;28.54;2535.43;237.19;238.69;7428.22;263.34;480.47;572.06;4136.51;3024.62;693.30;17496.58;513.00;250.99;164.12;203.56;1020.48;197.83;3968.17;210.61;278.49;2876.71;244.25;8047.50;4263.12;252.71;171.40;407.54;152.15;606.48;195.69;NA;529.49;307.62;3853.36;2521.71;139.94;11013.74;5525.82;250.73;233.68;424.33;NA;3440.64;4312.44;2063.89;469.04;1931.29;1445.78;864.38;2024.96;1463.43;1032.90;686.37;1395.87;1514.86;1343.35
30-7-2004;1299.39;3409.03;1790.77;7915.09;1430.19;1684.23;28.65;2538.19;244.83;243.24;7287.62;290.06;466.16;501.02;4008.30;2876.19;672.57;17732.65;519.41;271.91;175.84;180.62;995.57;208.02;3732.94;193.50;282.56;2832.18;250.01;7684.16;4178.31;263.28;171.20;406.65;151.56;598.04;186.62;NA;486.28;310.84;3958.67;2465.31;141.87;10527.73;5338.07;232.00;228.10;466.40;NA;3323.49;4269.55;2121.54;516.86;1909.62;1383.83;819.08;2118.18;1382.47;980.40;634.67;1352.29;1407.76;1285.10
31-8-2004;1326.09;3403.83;1827.34;8285.93;1520.52;1820.35;28.76;2539.79;259.08;254.34;7422.73;323.06;482.46;505.65;4001.52;2822.24;681.95;18993.13;545.01;269.31;175.78;171.37;985.82;207.29;3760.02;211.84;280.41;2868.00;254.82;7673.55;4281.75;265.64;169.11;424.67;148.70;610.51;188.16;NA;532.17;322.30;4049.92;2469.38;135.14;10701.51;5274.17;249.48;226.38;473.36;NA;3340.51;4294.03;2215.03;555.86;1903.10;1373.76;802.72;2145.71;1517.74;981.16;685.86;1348.14;1422.15;1287.79
30-9-2004;1583.56;3565.79;1949.23;8912.91;1666.83;1885.48;30.90;2732.97;303.24;282.26;7886.48;392.18;505.95;561.93;4137.53;2971.24;710.63;19320.19;581.31;302.83;190.72;169.99;1041.95;222.21;3672.60;219.49;289.62;3035.64;255.25;7839.01;4776.25;283.22;166.06;452.39;167.92;666.40;199.81;NA;572.47;349.13;4255.40;2566.79;137.16;11537.38;5407.52;249.76;234.80;509.80;NA;3377.19;4432.16;2369.68;583.62;2048.70;1424.26;845.79;2299.09;1584.38;1017.04;686.80;1381.42;1395.36;1326.36
29-10-2004;1600.49;3767.39;2066.44;9437.92;1696.04;1937.44;30.14;2905.68;317.77;300.00;7815.88;429.68;523.63;612.10;4309.95;3091.94;785.06;19254.69;634.64;321.30;197.83;173.40;1102.51;243.57;3768.75;223.86;293.52;3202.01;216.45;8181.04;4892.57;282.06;162.58;466.02;174.82;709.89;205.89;NA;598.67;364.22;4286.24;2787.07;144.06;11699.18;5508.96;249.10;233.01;543.36;NA;3428.83;4540.14;2552.96;583.65;2157.95;1489.21;861.81;2319.04;1636.73;1038.90;673.47;1425.94;1424.50;1359.92
30-11-2004;1657.30;4267.20;2244.28;10048.27;1872.21;2066.67;33.18;3025.25;392.37;355.93;8412.88;432.88;565.97;665.71;4568.34;3364.68;872.76;21007.93;717.07;378.17;222.03;188.77;1192.12;284.63;3950.69;247.80;312.15;3439.04;238.02;8723.27;5566.70;314.19;175.99;468.31;175.84;772.65;217.32;NA;561.66;415.13;4414.85;3017.23;140.44;13170.01;5914.00;265.01;256.75;550.69;NA;3569.83;4833.76;2752.83;662.55;2270.90;1588.89;934.96;2623.31;1827.24;1136.14;712.13;1550.93;1504.92;1435.48
31-12-2004;1715.72;4608.93;2340.57;10529.70;2053.19;2179.72;32.58;3082.73;405.02;382.63;8734.25;483.60;604.26;656.05;4756.83;3545.84;946.89;21495.32;760.74;377.62;238.26;205.31;1285.56;296.63;4153.44;254.60;310.07;3720.90;273.04;9127.27;5607.40;325.91;193.53;462.17;176.35;877.50;225.20;NA;541.77;433.48;4555.50;3219.40;139.08;13412.66;6183.94;283.03;267.61;654.70;NA;3694.97;4990.93;2907.37;710.39;2319.11;1667.33;977.23;2929.43;1899.30;1172.52;763.79;1628.73;1576.38;1491.00
31-1-2005;1714.31;4501.21;2357.64;10322.54;2004.17;2072.51;31.88;2960.57;397.01;400.27;8497.98;690.15;589.48;634.97;4678.03;3409.20;946.77;20603.72;770.82;399.20;234.07;202.79;1255.83;343.47;4056.99;273.53;315.14;3726.25;264.39;9087.39;5435.39;319.93;213.60;463.10;199.59;821.25;227.15;NA;558.07;409.52;4636.16;3141.21;167.09;12770.17;5992.66;274.40;279.17;713.15;NA;3603.49;4955.20;2905.94;667.87;2223.05;1652.95;952.42;2845.63;2013.39;1161.97;727.05;1638.67;1575.21;1447.14
28-2-2005;2135.24;4909.22;2489.83;10881.76;2354.79;2221.89;34.24;3151.40;448.54;453.15;9155.07;762.55;575.66;682.23;4909.38;3547.55;1052.79;21292.82;953.58;402.35;240.53;208.94;1295.59;347.44;4140.65;302.32;312.60;4016.93;260.19;9734.47;6070.23;344.48;260.28;504.03;207.36;979.06;226.52;NA;620.80;443.77;4671.55;3255.05;172.69;13585.31;6331.52;290.68;301.61;772.23;NA;3678.65;5195.69;2962.91;762.62;2339.32;1736.40;1012.75;2930.75;2274.30;1241.45;770.96;1702.01;1605.67;1479.72
31-3-2005;1942.00;4680.16;2391.90;10754.62;2152.88;2250.00;32.47;3196.43;393.80;425.07;9295.88;755.58;535.52;661.09;4844.71;3467.33;937.01;20589.06;846.41;398.02;232.60;208.30;1292.07;373.76;4056.68;285.49;299.45;3633.28;252.19;9364.32;5874.13;318.43;247.48;480.66;193.10;876.86;218.76;NA;572.12;401.86;4644.06;3145.29;172.67;13128.65;6180.35;273.45;272.24;660.68;NA;3619.89;5058.49;2879.34;693.75;2346.03;1692.22;987.87;2777.04;2183.85;1198.51;727.50;1653.05;1581.44;1462.32
29-4-2005;1825.40;4473.66;2353.51;10442.12;2064.42;2228.40;32.61;3023.63;417.80;408.75;9003.68;829.55;521.94;670.82;4635.24;3318.31;931.82;21459.65;792.53;379.57;220.23;208.90;1239.42;452.62;3952.32;271.59;301.53;3556.05;256.54;8926.70;5644.17;322.71;236.62;479.41;186.49;774.70;214.70;NA;577.32;396.19;4659.31;3046.35;190.22;12872.89;6177.34;269.79;264.07;595.29;NA;3554.49;5005.29;2791.13;678.82;2204.51;1614.44;945.01;2718.79;2099.41;1152.08;701.25;1594.08;1544.17;1422.30
31-5-2005;2073.97;4680.45;2351.84;10353.03;2224.54;2272.85;32.92;3090.86;401.23;404.08;9257.49;870.55;534.28;699.68;4748.07;3387.38;933.83;21491.51;773.17;405.82;239.71;220.90;1228.32;430.10;3916.36;284.93;294.90;3871.01;264.09;8987.37;5875.99;312.83;232.19;471.20;193.16;800.49;206.00;786.64;587.33;380.73;4696.58;3061.55;196.28;13264.29;6186.50;280.82;260.82;660.82;662.55;3670.69;4957.90;2786.75;731.64;2254.52;1656.54;973.20;2926.66;2203.31;1151.98;719.34;1594.78;1514.60;1483.35
30-6-2005;2156.27;4981.31;2487.76;10391.61;2311.10;2406.03;34.30;3279.96;465.73;427.58;9414.93;992.36;552.67;706.95;4804.51;3419.12;956.04;22252.62;864.42;417.19;260.44;203.41;1241.38;469.65;3912.56;285.75;304.70;4096.61;260.43;9404.83;6380.49;328.77;253.61;483.93;187.81;860.31;200.63;963.07;607.86;401.49;4787.90;3115.60;193.43;13131.95;6145.00;289.56;260.06;709.41;902.73;3679.89;5036.76;2973.53;725.95;2355.16;1683.43;988.96;3083.09;2264.67;1157.89;741.33;1612.47;1522.77;1508.60
